verse_number,english_verse,translation_verse
2,"Just try to find one hilltop where you haven't gone to worship other gods by having sex. You sat beside the road like a robber in ambush, except you offered yourself to every passerby. Your sins of unfaithfulness have polluted the land.","To wɔ nye nea mmokaa pralaa nemɔ aso! Nisua yeɛ bɛ ne wɔ ammɔ adwaman ɔ? Ɛte atee mɔ noa yeɛ ɛnwondɛ wɔ kurofoɛ mɔ, kyɛ Araboniɛ bɔ ɔwɔ ɛserɛ so ɔ. Afa w’adwaman ne wɔ bɔne yɔleɛ agua aseɛ ne anwo fiɛ."
3,"So I, the Lord, refused to let the spring rains fall. But just like a prostitute, you still have no shame for what you have done.","Yiti nyenyenzue ne ayakyi tɔlɛ, yeɛ bamborɔ ne koso ɔndɔ ko, nakoso wɔ ndo nwiaa te kyɛ gyanderaniɛ deɛ, na ɛnze fɛrelɛ."
4,You call me your father or your long-lost friend;,"Aso anzu amvrɛ me kekesaala ye kyɛ’, ‘Me baba, ɛte me ndaluwa nu abiɛngoɛ,"
5,"you beg me to stop being angry, but you won't stop sinning. The Lord Asks Israel To Come Back to Him","ɔkɔfɛ yaa afebɔɔ anaa, ye ahonehulɛ ne, ɔkɔtena berɛ kɔhɔ ayieleɛ?’ Tie, ahã sɔ de, nakoso ayɔ bɔne yɔleɛ kyɛbɔ ɛkɔhora ɔ.” Ɛ́mɔsakyera ɛmɔ adwene"
6,"When Josiah was king, the Lord said: Jeremiah, the kingdom of Israel was like an unfaithful wife who became a prostitute on the hilltops and in the shade of large trees.","Nana Yosia aberɛ so, AWURADE sele me kyɛ, “Yisrael bɔ onni nahorɛ mma me ne, anwu bɔ wayɔ ɔ? Kyɛbɔ osi fo hɔle bokaa biala so, ná ɔhɔle bakaa monɛ biala abo ɔɔbɔle adwaman wɔ berɛ ɔ?”"
8,"I knew that the kingdom of Israel had been unfaithful and committed many sins, yet I still hoped she might come back to me. But she didn't, so I divorced her and sent her away. Her sister, the kingdom of Judah, saw what happened, but she wasn't worried in the least, and I watched her become unfaithful like her sister.","Onwuni kyɛ ɔnate adwaman bɔ asoserɛniɛ Yisrael ɔbɔle ne ati, nyirale ye mmane ye agyaayiralɛ krataa maa ɔhɔle; nakoso oliɛma brasua ngondomboniɛ Yuda wanzuro, na mmom ye koso ɔhɔle ɔɔbɔle adwaman."
9,"The kingdom of Judah wasn't sorry for being a prostitute, and she didn't care that she had made both herself and the land unclean by worshiping idols of stone and wood.","Ɔnate kyɛ né ommu adwamanbɔlɛ kyɛ ɔtte mayee ne ati, oguale aseɛ ne anwo fiɛ, na ɔne nyɔboɛ mɔ ne mmakaa yeɛ bɛbɔle adwaman ɔ."
11,Even the people of Israel were honest enough not to pretend.,"Yeɛ AWURADE sele me kyɛ, “Asoserɛniɛ Yisrael wahyire kyɛ ɔtengyɛ tra ngondomboniɛ Yuda."
12,"Jeremiah, shout toward the north: Israel, I am your Lord— come back to me! You were unfaithful and made me furious, but I am merciful, and so I will forgive you.","Kɔ sorɔ dɔ, ná kɔbɔ sɔ dwirɛ ne dawure kyɛ, ‘AWURADE nwa nyoo: Sa bra, asoserɛniɛ Yisrael. Mengɔfɛ wɔ so yaa, ofikyɛ mese anwumvoin, yiti mengɔfɛ yaa afebɔɔ, AWURADE noa dwirɛ ɛne."
14,"You are unfaithful children, but you belong to me. Come home! I'll take one or two of you from each town and clan and bring you to Zion.","Ao, mmaa asoserɛfoɛ, ɛ́mɔsa bɛbra, AWURADE noa dwirɛ ɛne. Me yeɛ nde ɛmɔ Mene ɔ; ngɔye sona ko ngofi kuro biala so, ná maye mmenia nyɔ mafi abusua biala anu, ná mafa ɛmɔ mawa Sion."
15,"Then I'll appoint wise rulers who will obey me, and they will care for you like shepherds.","“ ‘Ngɔye neafoɛ mɔ bɔ bɛla m’ahone nwo ɔ ngɔma ɛmɔ, bɔ bɛkɔfa nimdeɛ ne nworɛ bɛkɔtete ɛmɔ ɔ."
16,"You will increase in numbers, and there will be no need to remember the sacred chest or to make a new one.","Na ɔkɔwa kyɛ, sɛ ɛmɔta pee ná ɛmɔsone wɔ aseɛ ne aso sɔ mmerɛ ne anu a, ye de bɛngɔhɔ so bɛngɔhã kyɛ, ‘AWURADE apam alaka ne.’ Ɔngɔwa bɛ ti anu, bɛngɔkaye, bɛngɔdwenedwene ye nwo, yeɛ bɛngɔyɛ ye foforɛ ko, AWURADE noa dwirɛ ɛne."
17,"The whole city of Jerusalem will be my throne. All nations will come here to worship me, and they will no longer follow their stubborn, evil hearts.","Sɔ mmerɛ ne, bɛkɔfrɛ Yerusalem AWURADE ahennie bia, na maen maen amukoraa bekooyia berɛ, wɔ AWURADE dumaa nu wɔ Yerusalem, na bɛngɔyɛ asoserɛ bɛngɔyɔ b’apɛdeɛ tɛɛ nemɔ ko."
18,"Then, in countries to the north, you people of Judah and Israel will be reunited, and you will return to the land I gave your ancestors.","Sɔ mmerɛ ne anu, Yuda awuro ama kɔboka Yisrael awuro ama nemɔ aso, na aseɛ bɔ mva mane ɛmɔ nana mɔ maa ɔyɛle b’agyapadeɛ ne, bɛkɔbɔ nu bekofi sorɔ dɔ aseɛ ne aso bɛkɔwa so."
19,"I have always wanted to treat you as my children and give you the best land, the most beautiful on earth. I wanted you to call me “Father” and not turn from me.","“ ‘Ndwenene kyɛ ngɔmaa ɛkɔyɛ titire paa wɔ me mma mɔ anu, na ngɔma wɔ aseɛ bɔ ɔkye aleɛ ɔ, bɔ ɔte maen mɔ b’agyapadeɛ paa paa ɔ. Na né medwene kyɛ ɛkɔfrɛ me ‘Me Baba’ bɔ ɛngɔyakyi me si lilɛ ɔ."
20,"But instead, you are like a wife who broke her wedding vows. You have been unfaithful to me. I, the Lord, have spoken. The People Confess Their Sins The Lord said:","Amba, brasua bɔ onni nahorɛ ne, kyɛbɔ onni nahorɛ mma ohu ne, sɔ ala yeɛ Yisrael awuro ama, ɛmɔanni nahorɛ bamma me ɔ, AWURADE noa dwirɛ ɛne."
21,"Listen to the noise on the hilltops! It's the people of Israel, weeping and begging me to answer their prayers. They forgot about me and chose the wrong path.","Mmenia te komviɛ bie wɔ mmokaa pralaa nemɔ aso, bɔ Yisrael mma mɔ besu bɛpa kyerɛ ɔ, ofikyɛ bali b’atee nwo makyebu, na bama bɛ wora afi AWURADE bɛ Nyameɛ."
22,"I will tell them, “Come back, and I will cure you of your unfaithfulness.” They will answer, “We will come back, because you are the Lord our God.","Ao mmaa asoserɛfoɛ, ɛ́mɔsa bɛbra, na ngɔsa ɛmɔ asoserɛ ne anwonyerɛ. Yɛsrɛ wɔ, yɛba wɔ berɛ, ofikyɛ wɔ yeɛ ɛte AWURADE yɛ Nyameɛ ɔ."
23,"On hilltops, we worshiped idols and made loud noises, but it was all for nothing— only you can save us.","Amba, dede bɔ ɔwɔ mmokaa nemɔ aso ne, ɔne mmokaa nemɔ aso anigye ne, ɔte mbaen. Amba, AWURADE yɛ Nyameɛ nu yeɛ Yisrael ngoalelɛ wɔ ɔ."
24,"Since the days of our ancestors when our nation was young, that shameful god Baal has taken our crops and livestock, our sons and daughters.","“Nakoso ofi yɛ mmerandeɛ nu yeɛ sɔ animguaseɛ nikyee ne wamaa bɔ yɛ nana mɔ bafɛ bapena ne amukoraa wafi yɛsa ɔ: bɛ mmoaen ne bɛ nandwie, yeɛ bɛ mma mmienzua ne bɛ mma mmrasua."
1,"The Lord said: Israel, if you really want to come back to me, get rid of those disgusting idols.","“Ao Yisrael, sɛ ekosa kɔwa a, sa bra me berɛ, AWURADE noa dwirɛ ɛne. Sɛ ɛye w’akyiwadeɛ nningyein nemɔ fi me nyunu, ná w’adwene anyɛ wɔ ndaa ndaa,"
2,"Make promises only in my name, and do what you promise! Then all nations will praise me, and I will bless them.","ná sɛ ɛta ndaen kyɛ, ‘Kyɛ AWURADE te ase ye!’ wɔ nahorɛ nu, pɛpɛɛpɛyɛlɛ nu ne tenenee nu a, ye de, maen maen mɔ bekonya bɛ saleɛ wɔ ye nu, na ye nu yeɛ bekonya b’animnyam ɔ."
3,"People of Jerusalem and Judah, don't be so stubborn! Your hearts have become hard, like unplowed ground where thornbushes grow.","Ofikyɛ bɔ AWURADE kã kyire Yudafoɛ ne Yerusalemfoɛ ɛhe: Ɛ́mɔso ɛmɔ mvofoen nemɔ, na nnɛma ɛmɔdua nningyein wɔ mmowue mmowue nu."
4,"With all your hearts, keep the agreement I made with you. But if you are stubborn and keep on sinning, my anger will burn like a fire that cannot be put out. Disaster Is Coming The Lord said: *","Ao Yudafoɛ ne Yerusalemfoɛ, odi kyɛ ɛmɔye ɛmɔ ahone nwo bɔne ndwirahoɛ ne wɔ AWURADE nyunu, kyɛbɔ bɛpɛ sona ye bienzua ɔ, Wanyɛ sɔ a, m’ahone kohu kyɛ see, na okogye alaa bɔ ebiala ngɔhora ye nua ɔ, ɔnate ɛmɔ bɔne yɔleɛ ne ati."
6,"Head for Jerusalem or another walled town!’ “Jeremiah, tell them I'm sending disaster from the north.","Ɛ́mɔfa frangaa bɛ́pena berɛ ma ye nye hyire Sion. Ɛ́mɔnwati bɛɛbɔ ɛmɔ nwo adwaa, nnɛma ɛmɔgyina berɛ, ofikyɛ mebaafa musue ne amaneɛ kandinga paa mefi sorɔ dɔ meba."
7,"An army will come out, like a lion from its den. It will destroy nations and leave your towns empty and in ruins.”","Gyata bie afi ye sosorɛ bo wafite, na maen maen sɛkyelɛniɛ ne, waye ye ti ɔba; wafi ye atenaleɛ berɛ ɔba, kyɛ ɔbaabɔ wɔ maen ne; na wɔ nguro nemɔ kɔkakyi kurofoen, bɔ sona biala ngɔtena so ɔ."
8,"Then I told the people of Israel, “Put on sackcloth! Mourn and cry out, ‘The Lord is still angry with us.’ ”","Ɔnate ɛhe ati, ɛ́mɔhera ɛsɛen tena, ɛ́mɔbɔ awuye ná ɛmɔsu: ofikyɛ AWURADE yaa kandinga bɔ wafɛ ye yɛ so ne, ye ahone ɔttɔle nzue nu.”"
9,"The Lord said, “When all this happens, the king and his officials, the prophets and the priests will be shocked and terrified.”","AWURADE nwa nyoo, “Ɔkɔwa kyɛ, sɔ kyẽa ne, ahunundetelɛ kɔtɔ ɛhene ne ye mbanyi mɔ so, asɔfo nemɔ nwo kodwiri bɛ, na ɔkɔyɛ ngɔmhyɛlɛfoɛ nemɔ suro.”"
10,"I said, “You are the Lord God. So why have you fooled everyone, especially the people of Jerusalem? Why did you promise peace, when a knife is at our throats?” The Coming Disaster","Yeɛ ngane kyɛ, “Aa, AWURADE Nyameɛ, ye de, amba alakalaka maen ye ne Yerusalem, ofikyɛ ɛhane kyɛ, ‘Okoyie ɛmɔ yé’, wɔ aberɛ bɔ ngrandɛ la bɛ komvi ɔ.”"
12,"When disaster comes, the Lord will tell you people of Jerusalem, “I am sending a windstorm from the desert— not a welcome breeze. And it will sweep you away as punishment for your sins.","Mvrama bɔ ye noa yɛ se ɔ, okotu kofi dɔ kɔwa kɔma me. Afei, me yeɛ medwudwo mebɔ bɛ kwaadu ɔ.”"
13,"Look! The enemy army swoops down like an eagle; their cavalry and chariots race faster than storm clouds blown by the wind.” Then you will answer, “We are doomed!”","Nea! Ɔfo ba kyɛ munungum, ye teaseɛnam mɔ te kyɛ mvrama bɔ ɔpɛ ye nwo ɔ; ye mbɔngɔ mɔ nwo yɛ nyera tra kɔleɛ mɔ; edwirɛ ato yɛ oo, ofikyɛ yɛ maen ne abɔ oo!"
14,"But Jerusalem, there is still time for you to be saved. Wash the evil from your hearts and stop making sinful plans,","Ao Yerusalem, nwunzi w’ahone nwo fi bɔne nu, amaa ɔnate so anya wɔ ti adidi nu. Ɔkwaadwu kyinzu yeɛ ɛkɔhɔ so kɔdwene bɔne adwene ɔ?"
15,before a message of disaster arrives from the hills of Ephraim and the town of Dan.,"Ofikyɛ komviɛ bie tea nu fi Dan, na ɔbɔ amaneɛnwunɛ nwo dawure fi Efraim bokaa ne aso."
17,"The Lord said, “Tell the nations that my people have rebelled against me. And so an army will come from far away to surround Jerusalem and the towns of Judah. I, the Lord, have spoken.","Bapɛ ye nwo bayia kyɛ ahwɛsofoɛ bɔ bɛnea eboo ɔ, ofikyɛ wayɛ me nwo lɔen, AWURADE noa dwirɛ ɛne."
18,"“People of Judah, your hearts will be in pain, but it's your own fault that you will be punished.” Jeremiah's Vision of the Coming Punishment","W’atee bɔ ɛnate so, ɔne wɔ yɔleɛ yeɛ wama edwirɛ he ato wɔ ye. W’asefinɛ ɛne! Nea ye yealɛ! Ye yealɛ ne wahã w’ahone.” Yeremia di ye maen nwo aworabɔlɛ"
19,"I can't stand the pain! My heart pounds, as I twist and turn in agony. I hear the signal trumpet and the battle cry of the enemy, and I cannot be silent.","Me kunu tete me, me kunu tete me! Ahunundetelɛ atɔ me so. M’ahone yɛ me hwimhwim. Mengora me noa kã to nu; ofikyɛ mete totorobɛndohulɛ nga, mete koɛ nga."
20,"I see the enemy defeating us time after time, leaving everything in ruins. Even my own home is destroyed in a moment.","Amaneɛnwunɛ toa amaneɛnwunɛ so, ofikyɛ maen ne abɔ bɔkɔɔ. Mvum nu, me tena sua mɔ basɛkyesɛkye, yeɛ me mbɛmuɛ tena mɔ basɛkye amono nu."
21,How long will I see enemy flags and hear their trumpets?,"Ɔkwaadwu kyinzu yeɛ ngonwu frangaa ne, ná ngɔte totorobɛndo nga ɔ?"
22,"I heard the Lord say, “My people ignore me. They are foolish children who do not understand that they will be punished. All they know is how to sin.”","Ofikyɛ me maen te mmenia ngwaseafoɛ, bɛnze me; bɛte mmaa bɔ bagyimi, bɔ belle nimdeɛ koraa ɔ. Babe wɔ bɔne yɔlɛ nu, nakoso nikye paa de, bɛnze ye yɔ."
23,"After this, I looked around. The earth was barren, with no form of life. The sun, moon, and stars had disappeared.","Ndole me nye nneane aseɛ so, na yieee, né ɔte sesakaa, bɔ nikye fee nne so ɔ; nneane ewienu, na né kanea nne berɛ."
25,"no people could be seen, and all the birds had flown away.","Ndole me nye nneane, na yieee, né sona biala nne berɛ, na né ewienu nnomaa amukoraa banwati."
26,"Farmland had become a desert, and towns were in ruins. The Lord's fierce anger had done all of this. The Death of Jerusalem","Ndole me nye nneane, na yieee, né aseɛ bɔ ɔkye aleɛ ne wakakyi ɛserɛ, na ye nguro amukoraa bakakyi kurofoen wɔ AWURADE nyunu, wɔ ye ɛyaa piri ne anyunu."
28,"The Lord said: I have made my decision, and I won't change my mind. This land will be destroyed, although not completely. The sky will turn dark, and the earth will mourn.","Ɔnate sɔ ne ati, aseɛ kɔbɔ awuye, na ewienu anwuro anwuro kɔkakyi tunn, ofikyɛ madwudwo, mayɛ m’adwene; mengɔsesã m’adwene, yeɛ mengosa me si."
29,Enemy cavalry and archers shout their battle cry. People run for their lives and try to find safety among trees and rocks. Every town is empty.,"Pɔngɔhanɛniɛ ne agyaentolɛniɛ bɛ nwo dede ne ati, kurotue amukoraa bɛnwati; bɛkɔfeafea ndunduin nu, bɛkɔfofo nyɔbotaen mɔ; batutu bafi nguro ne amukoraa so, na sona biala nne berɛ bɔ ɔte so ɔ."
30,"Jerusalem, your land has been wiped out. But you act like a prostitute and try to win back your lovers, who now hate you. You can put on a red dress, gold jewelry, and eye shadow, but it's no use— your lovers are out to kill you!","Na afei, wɔ bɔ akakyi kurofoen ɔ, sɛ ɛkera kende a, né ɛpena kyire sɛɛ, bɔ afa esikaa kɔkorɛ mbembenanneɛ asiesie wɔ nwo, bɔ atoto wɔ nye asi ye? Asiesie wɔ nwo nyemene mbaen. W’adɔfo mɔ bɛmva wɔ bɛnyɛ huu; ehunɛ yeɛ bɛpena wɔ beku wɔ ɔ."
31,"I heard groaning and crying. Was it a woman giving birth to her first child? No, it was Jerusalem, gasping for breath and begging for help. “I'm dying!” she said. “They have murdered me.”","Ofikyɛ mate esuɛ bie bɔ ɔte kyɛ brasua bɔ wafo aworɛ so ɔ deɛ, ɔne ɛpenenɛ bɔ ɔte kyɛ brasua bɔ ɔwo ye bamuɛbaa ɔ, ye deɛ. Sion awa brasua ɔtee so, bɔ watrɛtrɛ ye sa nu ɔbɔ awuye kyɛ, “Edwirɛ ato me oo! Ɔnate awudifoɛ ti, me kra aboto!”"
3,"I answered, “I know that you look for truth. You punished your people for their lies, but in spite of the pain, they became more stubborn and refused to turn back to you.”","Ao AWURADE, aso nna nahorɛ yeɛ wɔ nye pena kyɛ onwu ye ɔ? Ahwe bɛ so, nakoso wanyɛ bɛ yea; ahũhũ bɛ, nakoso bamva ɛhe bandu bɛ nwo foɛ, bɛ nyunu porɛ bɔ babɔ ɔ, ɔtra nyɔboɛ, na bayɛ b’adwene kyɛ bɛngɔsakyera."
4,"Then I thought to myself, “These common people act like fools, and they have never learned what the Lord their God demands of them.","Yeɛ ngane kyɛ, “Amba, mmenia hemɔ bɛyɛ anwumvo, adwene nne bɛ ti anu, ofikyɛ bɛnze AWURADE atee ne, ɔne bɛ Nyameɛ mmeraa ne."
5,So I'll go and talk to the leaders. They know what God demands.” But even they had decided not to obey the Lord.,"Ngɔhɔ atitirefoɛ nemɔ berɛ, ngoodwudwo ngohyire bɛ; ofikyɛ bɛ de, bɛse AWURADE atee ne, ɔne bɛ Nyameɛ mmeraa ne.” Ofikyɛ bɛ mukoraa babubu kɔnnua ne anu, yeɛ babubu wɔ panwu ne anu."
6,"The people have rebelled and rejected the Lord too many times. So enemies will attack like lions from the forest or wolves from the desert. Those enemies will watch the towns of Judah, and like leopards they will tear to pieces whoever goes outside. Enemies Will Punish Judah The Lord said:","Yiti gyata kofi ɛhɔayeɛ nu koohũhũ bɛ, pataku kofi ɛserɛ so kɔɔtete bɛ nu pasapasa. Aboa tetɛ bɛ wɔ bɛ nguro nemɔ aso, na ebiala bɔ okofi kuro ne anu kofite ne, ɔkɔtete ye nu pasapasa, ofikyɛ bɛ mmeraatolɛ sone, na b’asefinɛ ne te piri."
7,"People of Judah, how can I forgive you? I gave you everything, but you abandoned me and worshiped idols. You men go to prostitutes and are unfaithful to your wives.","“Ɛhe de, ɔkɔyɛ sɛɛ né mafa wɔ bɔne mahyɛ wɔ? Wɔ mma mɔ bapo me, na bafa bɛ bɔ nna nyameɛ mɔ ahɔ ɔ bata ndaen. Mmane bɛ ko yili ne, bɛbɔle adwaman, na betuli bi bɛhɔle gyanderafoɛ awuro."
8,"You are no better than animals, and you always want sex with someone else's wife.","Bɛte pɔngɔ nyii branoa bɔ bekuro mmraa, bɔ ebiala sɔ obiɛngo aye nwo mverɛ ɔ."
10,"I will tell their enemies, “Go through my vineyard. Don't destroy the vines, but cut off the branches, because they are the people who don't belong to me.”","“Ɛ́mɔfo bɛhɔ ye bobe boo nemɔ anu bɛɛsɛkye bɛ, nakoso nnɛma ɛmɔsɛkye ye mukoraa bɔkɔɔ; ɛ́mɔpomba ye maen nemɔ, ofikyɛ nna AWURADE deɛ ɔ."
11,"In every way, Judah and Israel have been unfaithful to me. *","Ofikyɛ Yisrael awuro ama ne Yuda awuro ama, banni nahorɛ bamma me koraa, AWURADE noa dwirɛ ɛne."
12,"Their prophets lie and say, “The Lord won't punish us. We will have peace and plenty of food.”","Bapɛ AWURADE nwo ngondombo, na bahã kyɛ, ‘Ɔngɔyɔ huu, edwirɛ tɛɛ biala ngɔto yɛ, koɛ ngɔto yɛ, yeɛ ɛhɔen koso ngɔwa."
13,"They tell these lies in my name, so now they will be killed in war or starve to death.","Ngɔmhyɛlɛfoɛ nemɔ, bɛte mvrama mbaen, ofikyɛ edwirɛ ne, ɔnne bɛ nu. Bɛ noa dwirɛ ne kɔbɔ bɛ bɔbɔ bɛ ti so!’”"
14,"I am the Lord God All-Powerful. Jeremiah, I will tell you exactly what to say. Your words will be a fire; Israel and Judah will be the fuel.","Yiti AWURADE, Asafo Nyameɛ nwa: “Ɔnate kyɛ ɛmɔkã sɔ dwirɛ ne ati, tie, ngɔma me dwirɛ ne kɔkakyi see wɔ wɔ noa nu; maen he kɔkakyi eyein, na see kɔyera bɛ dwɛɛ."
15,"People of Israel, I have made my decision. An army from a distant country will attack you. I've chosen an ancient nation, and you won't understand their language.","Ao Yisrael awuro ama, ɛ́mɔtie, méma maen bie bɔ ofi dedeede ɔ ɔfa koɛ ɔbateta ɛmɔ, AWURADE noa dwirɛ ɛne. Ɔte maen bɔ ye nwo yɛ se ɔ, ɔte daa tete maen, maen bɔ ɛnde ye dwudwolɛ, bɔ ɛnde bɔ ɔkã ne abo ɔ."
16,"All of them are warriors, and their arrows bring death.","B’agyaen ndokue ne, ɔte kyɛ asieleɛ kumaa bɔ so la berɛ ɔ; bɛ mukoraa bɛte katakyie."
17,"This nation will eat your crops and livestock; they will leave no fruit on your vines or fig trees. And although you feel safe behind thick walls, your towns will be destroyed and your children killed. Israel Refused To Worship the Lord","Bekoli wɔ fieso aleɛ ne w’aleɛ; bekohũhũ wɔ mma mmienzua ne wɔ mma mmrasua; bekohũhũ wɔ mmoaen ne wɔ nandwie mɔ bekoli, bekobubu wɔ bobe ne borɔdoma mmakaa bekogua; wɔ nguro bɔ ato bɛ nwo fasue, bɔ afa wɔ wora awura bɛ nu ne, bɛkɔfa ngrandɛ bɛkɔsɛkye bɛ."
18,"The Lord said: Jeremiah, the enemy army won't kill everyone in Judah.","“Nakoso AWURADE nwa nyoo: Sɔ mmerɛ nemɔ anu po, mengonua ɛmɔ boso bɔkɔɔ."
19,"And the people who survive will ask, “Why did the Lord our God do such terrible things to us?” Then tell them: I am the Lord, but you abandoned me and worshiped other gods in your own land. Now you will be slaves in a foreign country.","Na ɔkɔwa kyɛ, sɛ wɔ mmenia nemɔ bisa kyɛ, ‘Nzu ati yeɛ AWURADE yɛ Nyameɛ wafa sɔ nningyein he amukoraa wali yɛ ne?’ a, bua bɛ kyɛ, ‘Kyɛbɔ ɛmɔapo me baaso nyameɛ foforɛ mɔ wɔ ɛmɔ maen ye anu ne, sɔ ala yeɛ ɛmɔkɔso ɛwɔfoɛ mɔ wɔ aseɛ bɔ nna ɛmɔ deɛ ahɔ ɔ so ɔ.’ ”"
20,"Tell these things to each other, you people of Judah, you descendants of Jacob.","Ɛ́mɔbɔ ye dawure wɔ Yakob awuro, ɛ́mɔfa bɛ́to dwaa wɔ Yuda kyɛ,"
21,You fools! Why don't you listen when I speak? Why can't you understand,"“Ɛ́mɔtie ɛhe, mmenia ngwaseafoɛ bɔ ɛmɔlle adwene ɔ, mmenia bɔ bele anyeɛ, nakoso bennwu nikye ɔ, bɔ bele asoɛ, nakoso bɛnde dwirɛ ɔ."
22,"that you should worship me with fear and trembling? I'm the one who made the shore to hold back the ocean. Waves may crash on the beach, but they can come no farther.","“Aso ɛmɔnzuro me? AWURADE noa dwirɛ ɛne. Aso ɛmɔ nwo nwosowoso ɛmɔ wɔ me nyunu? Me bɔ mvale anweaa ndole ɛwɛen mmane ɛpo, ɛwɛen bɔ otimu berɛ afebɔɔ bɔ ɔngora ye tra ɔ; ɔwɔ nu kyɛ asorɔkye bɔ, nakoso ɔngora mmɔ ndra ye; asorɔkye bu fa so, nakoso ɔngora mmu mva ɛwɛen ne aso."
23,You stubborn people have rebelled and turned your backs on me.,"Nakoso sɔ maen he, asoserɛ ne ɛlɔenyɛlɛ ali bɛ ti; bali makyebu bafa bɛ bɔbɔ b’atee so."
24,"You refuse to say, “Let's worship the Lord! He's the one who sends rain in spring and autumn and gives us a good harvest.”","Bɛndwene ye nwo kyɛ, ‘Ɛ́mɔma yɛsuro AWURADE yɛ Nyameɛ bɔ ɔma esue tɔ wɔ mmerɛ bɔ ɔsɛ ɔ nu, bamborɔ ne nyenyenzue, ná ɔnea kyɛ fieso nningyein koti mmerɛ bɔ yeɛ ɔsɛ ɔ nu.’"
26,"A hunter traps birds and puts them in a cage, but some of you trap humans and make them your slaves.","Ofikyɛ bɔnefoɛ bafra me mmenia nu; bɛtetɛ kyɛ ebie bɔ osua nnomaa ngaen ɔ, besunzua ngaen bɛfa bɛkye mmenia."
27,"You are evil, and you lie and cheat to make yourselves rich. You are powerful","Kyɛbɔ nnomaa ayi kɛndɛngu nu to ne, sɔ ala yeɛ nnakannaka ayi b’awuro mɔ nu to ɔ; yiti bayɛ atitire, yeɛ banya bɛ nwo tam."
30,Look at the terrible things going on in this country. I am shocked!,Edwirɛ bɔ ɔyɛ suro ná ɔma bɛ nwo dwiri bɛ ɔ yeɛ wape maen ne anu ɔ:
31,"Prophets give their messages in the name of a false god, my priests don't want to serve me, and you—my own people— like it this way! But on the day of disaster, where will you turn for help?","ngɔmhyɛlɛfoɛ nemɔ bedi ngɔndorɔ, yeɛ asɔfo nemɔ bedi bɛ bɔbɔ bɛ ti piri; na sɔ yeɛ me maen ne kuro ɔ, nakoso odwu ayieleɛ ne a, ɛmɔkɔyɔ ye sɛ?"
1,"Run for your lives, people of Benjamin. Get out of Jerusalem. Sound a trumpet in Tekoa and light a signal fire in Beth-Haccherem. Soon you will be struck by disaster from the north.","Ao Benyaminfoɛ, ɛ́mɔnwati béfi Yerusalem bɛɛbɔ ɛmɔ nwo adwaa! Ɛ́mɔhu totorobɛndo ne wɔ Tekoa, na ɛ́mɔma nwosina frangaa otu hɔ anwuro wɔ Bete Hakerem, ofikyɛ musue ne amaneɛ piri bie waye ye ti wafi sorɔ dɔ."
2,"Jerusalem is a lovely pasture,",Mafa Sion awa brasua ne matoto taluwa anwonyemene sɔkyee nwo.
3,"but shepherds will surround it and divided up, then let their flocks eat all the grass.","Mmoaenneafoɛ ne bɛ mmoaen kure kɔwa ye so. Bekosi bɛ tena sua bɛkɔbra ye nwo bekoyia, na bɛ nu biala kodidi ye bɔbɔ ye nekaa."
4,"Kings will tell their troops, “If we reach Jerusalem in the morning, we'll attack at noon. But if we arrive later,","“Ɛ́mɔfa koɛ bɛɛteta ye; ɛ́mɔdwɔso maa yɛfa koɛ yɛɛtoa ye eyiagyina!” “Yawu oo, aleɛ pena sa, nɔsoa wawoɛ mɔ bayɛ ndendenn!”"
5,we'll attack after dark and destroy its fortresses.”,"“Ɛ́mɔdwɔso bɛ́ma yɛɛfa koɛ yɛteta ye kɔngɔen, ná yɛɛbubu ye ahemvie nemɔ!”"
6,"I am the Lord All-Powerful, and I will command these armies to chop down trees and build a ramp up to the walls of Jerusalem. People of Jerusalem, I must punish you for your injustice.","Ofikyɛ bɔ Asafo AWURADE ɔkã hɔ ɛhe: “Ɛ́mɔbubu Yerusalem mmakaa bégua, ɛ́mɔfa bɛ́yɛ nyinasoɛ bɛ́fo bɛhɔ kuro ne anu. Ɔte kuro bɔ ɔfata kyɛ bɛtwe ye so ɔ, nhyɛsoɛ ngome yeɛ ɔwɔ nu ɔ."
7,"Evil pours from your city like water from a spring. Sounds of injustice and violence echo within your walls; victims are everywhere, wounded and dying.","Kyɛbɔ abura pu ye nzue ba ne, sɔ ala yeɛ Yerusalem di nzɛmmɔne ɔ; atianuserɛ ne atutureasɛm yeɛ bɛte ye wɔ kuro ne anu ɔ; anwonyerɛ ne epuralɛ yeɛ menwu ye daa ɔ."
8,"Listen to me, you people of Jerusalem and Judah. I will abandon you, and your land will become an empty desert.","Ao Yerusalem, fa ɛhe tu wɔ nwo foɛ, wanyɛ sɔ a, me kra kɔhwe ye nwo kofi wɔ nwo, na ngɔmaa ɛkɔkakyi kurofoen, aseɛ bɔ sona biala ɔtte so ɔ."
9,"I will tell your enemies to leave your nation bare like a vine stripped of grapes. I, the Lord All-Powerful, have spoken. Jeremiah's Anger","Bɔ Asafo AWURADE kã hɔ ɛhe: “Bɛkɔyeye Yisraelfoɛ bɔ baha nemɔ anu, kyɛ bobe mmaa bɔ bɛyeye nu ɔ, kyɛbɔ ebie bɔ ɔtete bobe ne, osa fa ye sa tete bɔ waha mmaen ne aso ne gua kɛndɛen nu ɔ.”"
