verse_number,english_verse,translation_verse
19,"Egypt and Edom were cruel and brutal to Judah, without a reason. Now their countries will become a barren desert,","Nanso Misraim bɛdan amamfo, na Edom nso bɛyɛ nweatam, esiane awurukasɛm a wɔyɛ de tiaa nnipa a wɔwɔ Yuda nti. Ɛhɔ na wohwiee mogya a enni fɔ gui."
20,but Judah and Jerusalem will always have people.,"Nnipa bɛtena Yuda afebɔɔ na Yerusalem de, wɔbɛtena hɔ awo ntoatoaso nyinaa mu."
21,"I, the Lord, live on Mount Zion. I will punish the guilty and defend the innocent.",So merentɔ wɔn mogya a edi bem no so were ana? Mɛtɔ kɛ.” Awurade te Sion!
1,"I am Amos. And I raised sheep near the town of Tekoa when Uzziah was king of Judah and Jeroboam son of Jehoash was king of Israel. Two years before the earthquake, the Lord gave me several messages about Israel,","Amos, Tekoa nguanhwɛfo no mu baako nsɛm ni. Onyaa saa anisoadehu yi a ɛfa Israel ho mfe abien ansa na asase wosowee, bere a Usia di hene wɔ Yuda na Yoas babarima Yeroboam nso di hene wɔ Israel no."
2,"and I said: When the Lord roars from Jerusalem, pasturelands and Mount Carmel dry up and turn brown. Judgment on Syria","Ɔkae se, “Awurade bobɔ mu fi Sion bepɔw so na ɔde aprannaa nnyigyei nso fi Yerusalem; nguanhwɛfo mmoa adidibea rehyew na Karmel atifi nso kisa.” Atemmu A Ɛfa Amanamanmufo Ahorow Ho"
3,"The Lord said: I will punish Syria for countless crimes, and I won't change my mind. They dragged logs with spikes over the people of Gilead.","Nea Awurade se ni: “Damasko ayɛ bɔne bebree ama no atra so ɛno nti, merennan mʼabufuw. Efisɛ ɔde awiporowbea ade a ɛwɔ dade se dwerɛw Gilead."
4,Now I will burn down the palaces and fortresses of King Hazael and of King Benhadad.,Mede ogya bɛto Hasael fi na ahyew Ben-Hadad aban no.
5,"I will break through the gates of Damascus. I will destroy the people of Wicked Valley and the ruler of Beth-Eden. Then the Syrians will be dragged as prisoners to Kir. I, the Lord, have spoken! Judgment on Philistia","Mebubu Damasko apon, na mɛsɛe ɔhene a ɔwɔ Awen bon no mu no ne nea okura ahempema wɔ Bet Eden no. Na Aramfo bɛkɔ nnommum mu wɔ Kir,” sɛnea Awurade se ni."
6,"The Lord said: I will punish Philistia for countless crimes, and I won't change my mind. They dragged off my people from town after town to sell them as slaves to the Edomites.","Nea Awurade se ni: “Gasa ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw no. Ɔfaa ɔman mu no nyinaa nnommum na ɔtɔn wɔn maa Edomfo."
7,That's why I will burn down the walls and fortresses of the city of Gaza.,"Mede ogya bɛto Gasa afasu mu, na ahyew nʼaban no."
8,"I will destroy the king of Ashdod and the ruler of Ashkelon. I will strike down Ekron, and that will be the end of the Philistines. I, the Lord, have spoken! Judgment on Phoenicia","Mɛsɛe Asdod hene no ne nea okura ahempema wɔ Askelon no. Mɛdan me nsa atia Ekron, kosi sɛ Filistini a otwa to no bewu,” sɛnea Asafo Awurade se ni."
9,"The Lord said: I will punish Phoenicia for countless crimes, and I won't change my mind. They broke their treaty and dragged off my people from town after town to sell them as slaves to the Edomites.","Nea Awurade se ni: “Tiro ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw. Ɔfaa ɔmanmu no nnommum na ɔtɔn wɔn maa Edomfo, a wankae onuadɔ apam."
10,That's why I will send flames to burn down the city of Tyre along with its fortresses. Judgment on Edom,"Mede ogya bɛto Tiro afasu no mu, na ahyew nʼaban.”"
11,"The Lord said: I will punish Edom for countless crimes, and I won't change my mind. They killed their own relatives and were so terribly furious that they showed no mercy.","Nea Awurade se ni: “Edom ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw. Ɔde afoa taataa ne nua, a wannya ayamhyehye biara. Efisɛ ne bo kɔɔ so fuwii, na obiara antumi annwudwo nʼabufuw no ano."
12,Now I will send fire to wipe out the fortresses of Teman and Bozrah. Judgment on Ammon,"Mede ogya bɛto Teman mu, na ahyew Bosra aban.”"
13,"The Lord said: I will punish Ammon for countless crimes, and I won't change my mind. In Gilead they ripped open pregnant women, just to take the land.","Sɛnea Awurade se ni: “Amon ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw. Ɔde afoa paapaee Gilead apemfo yafunu mu de trɛw nʼahye mu."
14,Now I will send fire to destroy the walls and fortresses of Rabbah. Enemies will shout and attack like a whirlwind.,Mede ogya bɛto Raba afasu mu na ahyew nʼaban wɔ ɔko da mu nteɛteɛmu ne ahum da mfɛtɛ mu.
15,"Ammon's king and leaders will be dragged away. I, the Lord, have spoken!","Na ne hene ne mmapɔmma bɛbɔ mu akɔ nnommum mu,” sɛnea Awurade se ni."
1,"The Lord said: I will punish Moab for countless crimes, and I won't change my mind. They made lime from the bones of the king of Edom.","Nea Awurade se ni: “Moab ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw. Ɔhyew Edomhene nnompe, maa ɛdan nsõ."
2,Now I will send fire to destroy the fortresses of Kerioth. Battle shouts and trumpet blasts will be heard as I destroy Moab,"Mede ogya bɛto Moab mu, na ahyew Keriot aban. Moab bɛhwe ase wɔ huuyɛ, ɔko nteɛteɛmu ne torobɛnto nnyigyei mu."
3,"with its king and leaders. I, the Lord, have spoken! Judgment on Judah","Mɛsɛe ne hene na makunkum ne mmapɔmma aka ne ho,” sɛnea Awurade se ni."
4,"The Lord said: I will punish Judah for countless crimes, and I won't change my mind. They have rejected my teachings and refused to obey me. They were led astray by the same false gods their ancestors worshiped.","Nea Awurade se ni: “Yuda ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw. Wɔapo Awurade mmara no na wɔanni nʼahyɛde so efisɛ atoro anyame no ama wɔafom ɔkwan no, anyame a wɔn nenanom dii akyi no."
5,Now I will send fire on Judah and destroy the fortresses of Jerusalem. Judgment on Israel,Mede ogya bɛto Yuda mu na ahyew Yerusalem aban.” Israel Atemmu
6,"The Lord said: I will punish Israel for countless crimes, and I won't change my mind. They sell honest people for money, and the needy are sold for the price of sandals.","Nea Awurade se ni: “Israel ayɛ bɔne bebree ama no atra so, ɛno nti, merennan mʼabufuw. Wɔtɔn atreneefo de gye dwetɛ, ne ahiafo de gye mpaboa."
7,"They smear the poor in the dirt and push aside those who are helpless. My holy name is dishonored, because fathers and sons sleep with the same young women.",Wotiatia ahiafo so te sɛnea wɔyɛ fam mfutuma na wɔma atɛntrenee bɔ mmɔborɔfo. Agya ne ne ba ne ɔbea baako da de gu me din kronkron no ho fi.
8,"They lie down beside altars on clothes taken as security for loans. And they drink wine in my temple, wine bought with the money they received from fines.","Wɔdeda afɔremuka biara ho wɔ wɔn awowa ntama so. Wɔn anyame fi mu no, wɔnom nsa a wɔagye sɛ mmaratode."
9,"Israel, the Amorites were there when you entered Canaan. They were tall as cedars and strong as oaks. But I wiped them out— I destroyed their branches and their roots.","“Mesɛee Amorifo no wɔ wɔn anim, ɛwɔ mu sɛ wɔwoware te sɛ sida. Wɔn ho nso yɛ den sɛ odum. Nanso mesɛee nʼaba wɔ ne soro, ne ne ntin wɔ nʼase."
10,"I had rescued you from Egypt, and for forty years I had led you through the desert. Then I gave you the land of the Amorites.","Miyii mo fii Misraim, na midii mo anim mfirihyia aduanan wɔ sare so sɛnea mede Amorifo asase bɛma mo."
11,"I chose some of you to be prophets and others to be Nazirites. People of Israel, you know this is true. I, the Lord, have spoken!","Miyiyii mo mmabarima no bi yɛɛ wɔn adiyifo, ne mo mmerante ebinom sɛ Naserefo. Na ɛnte saa ana, Israelfo?” Nea Awurade bisa ni."
12,"But you commanded the prophets not to speak their message, and you pressured the Nazirites into drinking wine.",“Nanso momaa Naserefo no nom nsa na mohyɛɛ adiyifo no sɛ wɔnnhyɛ nkɔm.
13,"And so I will crush you, just as a wagon full of grain crushes the ground.","“Na afei, mɛdwerɛw mo sɛnea teaseɛnam a aduan ayɛ no ma mia asase no."
14,"No matter how fast you run, you won't escape. No matter how strong you are, you will lose your strength and your life.","Ahoɔharefo rentumi nguan. Ahoɔdenfo rennya ahoɔden, na ɔkofo rennya ne ti nnidi mu."
15,"Even if you are an expert with a bow and arrow, you will retreat. And you won't get away alive, not even if you run fast or ride a horse.","Agyantowfo rentumi nnyina nea ogyina. Asraafo ahoɔharefo rentumi nguan, na ɔpɔnkɔsotefo rentumi mpere ne nkwa."
16,"You may be brave and strong, but you will run away, stripped naked. I, the Lord, have spoken!","Mpo akofo akokodurufo de adagyaw beguan wɔ saa da no,” sɛnea Awurade se ni."
1,"People of Israel, I rescued you from Egypt. Now listen to my judgment against you.","Muntie saa asɛm a Awurade aka atia mo yi, Israelfo, nea etia abusua a miyii wɔn fii Misraim no nyinaa:"
2,"Of all nations on earth, you are the only one I have chosen. That's why I will punish you because of your sins. The Work of a Prophet",“Mo nko ara na mayi mo wɔ mmusua a ɛwɔ asase so nyinaa mu; enti mɛtwe mo aso wɔ mo bɔne nyinaa ho.”
3,Can two people walk together without agreeing to meet?,"Nnipa baanu betumi abɔ mu anantew, wɔ bere a wɔnyɛɛ nokoro ana?"
4,Does a lion roar in the forest unless it has caught a victim? Does it growl in its den unless it is eating?,Gyata bobɔ mu wɔ ɔdɔtɔ ase wɔ bere a onhuu hanam biara ana? Ɔbobɔ mu wɔ ne tu mu wɔ bere a ɔnkyeree hanam biara ana?
5,How can anyone catch a bird without using a net? Does a trap spring shut unless something is caught?,Anomaa bɛtɔ afiri mu wɔ fam wɔ baabi a wonsum afiri ana? Afiri huan konkɔn hɔ wɔ bere a enyii aboa ana?
6,Isn't the whole city frightened when the trumpet signals an attack? Isn't the Lord the one who brings disaster on a city?,Sɛ wɔhyɛn torobɛnto wɔ kuropɔn mu a nnipa no ho mpopo ana? Sɛ atoyerɛnkyɛm ba kuropɔn bi mu a ɛnyɛ Awurade na ɔyɛe ana?
7,"Whatever the Lord God plans to do, he tells his servants, the prophets.","Ampa ara, Otumfo Awurade nyɛ biribi a ɔnna ne nhyehyɛe adi nkyerɛ nʼAsomafo adiyifo no."
8,Everyone is terrified when a lion roars— and ordinary people become prophets when the Lord God speaks. Samaria Is Doomed,"Gyata no abobɔ mu, hena na onnsuro? Otumfo Awurade akasa, hena na ɔrenhyɛ ho nkɔm?"
9,Here is a message for the leaders of Philistia and Egypt— tell everyone to come together on the hills of Samaria. Let them see the injustice and the lawlessness in that city.,Mompae mu nka nkyerɛ Asdod aban ne Misraim aban: “Mommoaboa mo ho ano wɔ Samaria mmepɔw so; hwɛ basabasayɛ a ɛwɔ no so ne nhyɛso a ɛwɔ ne nkurɔfo mu.”
10,The Lord has said that they don't even know how to do right. They have become rich from violence and robbery.,"“Wonnim sɛnea wɔyɛ nea eye,” sɛnea Awurade se ni. “Wɔde nneɛma a wɔafow ne nea wɔawia sie wɔ wɔn aban mu.”"
11,And so the Lord God has sworn that they will be surrounded. Enemies will break through their defenses and steal their treasures.,"Ɛno nti, sɛɛ na Otumfo Awurade se, “Ɔtamfo bi betwiw afa mo asase no so; Obebubu mo bammɔ agu, na wɔafow mo aban.”"
12,The Lord has promised that only a few from Samaria will escape with their lives and with some broken pieces of their beds and couches. It will be like when a shepherd rescues two leg bones and part of a sheep's ear from the jaws of a lion. The Altars at Bethel,"Nea Awurade se ni: “Sɛnea oguanhwɛfo gye anan abien nnompe anaa aso sin pɛ fi gyata anum no, saa ara na wobegye Israelfo nkwa, wɔn a wɔtete wɔn mpa ntwea so wɔ Samaria, ne wɔn a wɔdeda nkongua pa mu wɔ Damasko no.”"
13,The Lord God All-Powerful told me to speak this message against Jacob's descendants:,"“Tie eyi, na di adanse tia Yakobfi,” sɛnea Awurade, Asafo Awurade Nyankopɔn se ni."
14,"When I, the Lord, punish Israel for their sins, I will destroy the altars at Bethel. Even the corners of the altar will be left in the dirt.","“Da a mɛtwe Israel aso wɔ ne nnebɔne ho no, mɛsɛe afɔremuka a ɛwɔ Bet-El; wobetwitwa afɔremuka no mmɛn na abu ahwe fam."
15,"I will tear down winter homes and summer homes. Houses decorated with ivory and all other mansions will be gone forever. I, the Lord, have spoken!","Medwiriw awɔwbere mu ofi ne ahuhurubere mu ofi agu; na afi a wɔde asonse adura ho no wɔbɛsɛe no na afi akɛse no nso wobebubu agu,” sɛnea Awurade se ni."
1,"You women of Samaria are fat cows! You mistreat and abuse the poor and needy, then you say to your husbands, “Bring us more drinks!”","Muntie asɛm yi, mo Basan “anantwi” a mowɔ Bepɔw Samaria so, mo mmea a mohyɛ ahiafo so, na moka mmɔborɔfo hyɛ na moka kyerɛ mo kununom se, “Mommrɛ yɛn nsa!”"
2,"I, the Lord God, have sworn by my own name that your time is coming. Not one of you will be left— you will be taken away by sharp hooks.","Otumfo Awurade de ne kronkronyɛ aka ntam se, “Ampa ara bere no bɛba a wɔde nkaa bɛtwe mo akɔ; mo mu nea otwa to no, wɔde nsumnam darewa bɛtwe no."
3,"You will be dragged through holes in your city walls, and you will be thrown toward Harmon. I, the Lord, have spoken! Israel Refuses To Obey The Lord said:","Mo mu biara bepue akɔ, na mobɛfa ɔfasu mu ntokuru mu, na wɔbɛtow mo akyene Harmon fam,” sɛnea Awurade se ni."
4,Come to Bethel and Gilgal. Sin all you want! Offer sacrifices the next morning and bring a tenth of your crops on the third day.,"“Monkɔ Bet-El nkɔyɛ bɔne na monkɔ Gilgal na monkɔyɛ bɔne ara. Momfa mo afɔrebɔde mmra anɔpa biara, na momfa mo ntotoso du du mmra mfe abiɛsa biara."
5,"Bring offerings to show me how thankful you are. Gladly bring more offerings than I have demanded. You really love to do this. I, the Lord God, have spoken! How the Lord Warned Israel","Monhyew mmɔkaw brodo sɛ aseda afɔre; Momfa ayɛyɛde a efi mo pɛ mu nhoahoa mo ho, na momfa ntu mo ho, mo Israelfo, na eyi ne nea mopɛ sɛ moyɛ,” sɛnea Otumfo Awurade se ni."
6,"I, the Lord, took away the food from every town and village, but still you rejected me.","“Memaa ɔyafunu daa mpan wɔ kuropɔn biara mu na aduan ho yɛɛ den wɔ nkurow so, nanso monnsan mmaa me nkyɛn ɛ,” sɛnea Awurade se ni."
7,"Three months before harvest, I kept back the rain. Sometimes I would let it fall on one town or field but not on another, and pastures dried up.","“Mesan de osu kamee mo, bere a aka asram abiɛsa na otwabere no adu. Memaa osu tɔɔ wɔ kurow baako so na mamma antɔ wɔ kurow foforo so. Afuw baako nyaa osu afuw foforo annya bi na hyewee."
8,"People from two or three towns would go to a town that still had water, but it wasn't enough. Even then you rejected me. I, the Lord, have spoken!","Nnipa totɔɔ ntintan kyinii nkurow so pɛɛ nsu nanso wɔannya dodow a ɛbɛso wɔn nom, nanso monnsan mmaa me nkyɛn ɛ,” sɛnea Awurade se ni."
9,"I dried up your grain fields; your gardens and vineyards turned brown. Locusts ate your fig trees and olive orchards, but even then you rejected me. I, the Lord, have spoken!","“Mpɛn pii no mede nnɔbae yare ba mo mfikyifuw ne mo bobefuw so. Mmoadabi sɛee mo borɔdɔma ne mo ngonnua, nanso monnsan mmaa me nkyɛn ɛ,” sɛnea Awurade se ni."
10,"I did terrible things to you, just as I did to Egypt— I killed your young men in war; I let your horses be stolen, and I made your camp stink with dead bodies. Even then you rejected me. I, the Lord, have spoken!","“Mede ɔyaredɔm baa mo so sɛnea mede yɛɛ Misraimfo no, mede afoa kunkum mo mmerante ne apɔnkɔ a mofaa wɔn nnommum mede mo nsra mu hua a ɛbɔn hyɛn mo hwene mu, nanso, monnsan mmaa me nkyɛn ɛ,” sɛnea Awurade se ni."
11,"I destroyed many of you, just as I did the cities of Sodom and Gomorrah. You were a burning stick I rescued from the fire. But even then you rejected me. I, the Lord, have spoken!","“Mituu mo mu bi guu sɛnea metɔree Sodom ne Gomora ase no. Moyɛɛ sɛ gyentia a wɔatu afi ogya mu. Nanso monnsan mmaa me nkyɛn ɛ,” sɛnea Awurade se ni."
12,"Now, Israel, I myself will deal with you. Get ready to face your God!","“Enti afei, Israel, nea mede bɛyɛ wo ni, na esiane sɛ mede eyi bɛyɛ wo nti, siesie wo ho, Israel. Hyia wo Nyankopɔn.”"
13,I created the mountains and the wind. I let humans know what I am thinking. I bring darkness at dawn and step over hills. I am the Lord God All-Powerful!,"Nea ɔyɛ mmepɔw na ɔbɔ mframa na ɔda nʼadwene adi kyerɛ nnipa, nea ɔma adekyee hann dan sum na ɔnantew asase sorɔnsorɔmmea so no. Asafo Awurade Nyankopɔn ne ne din."
1,"Listen, nation of Israel, to my mournful message:","Tie asɛm yi, mo Israelfo, saa adwotwa yi fa mo ho:"
2,"You, dearest Israel, have fallen, never to rise again— you lie deserted in your own land, with no one to help you up.","“Ɔbabun Israel ahwe ase a ɔrensɔre bio, wɔapo no wɔ nʼankasa asase so, na onni obi a ɔbɛma no so.”"
3,"The Lord God has warned, “From every ten soldiers only one will be left; from a thousand troops, only a hundred will survive.”","Nea Otumfo Awurade se ni: “Kuropɔn a ɔde mmarima ahoɔdenfo apem ko ma Israel no, mu ɔha pɛ na wɔbɛka; Kurow a ɔde ahoɔdenfo ɔha no, mu du pɛ na wɔbɛka.”"
4,"The Lord keeps saying, “Israel, turn back to me and you will live!",Nea Awurade ka kyerɛ Israelfo ni: “Monhwehwɛ me na munnya nkwa;
5,"Don't go to Gilgal or Bethel or even to Beersheba. Gilgal will be dragged away, and Bethel will end up as nothing.”","Monnhwehwɛ Bet-El, monnkɔ Gilgal, na munntu kwan nkɔ Beer-Seba nso. Ampa ara Gilgal bɛkɔ nnommum mu na wɔbɛhwe Bet-El ase koraa.”"
6,"Turn back to the Lord, you descendants of Joseph, and you will live. If you don't, the Lord will attack like fire. Bethel will burn to the ground, and no one can save it.","Monhwehwɛ Awurade na munnya nkwa, anyɛ saa a ɔbɛpra Yosef fi te sɛ ogya; ɛbɛhyew, na Bet-El rennya obi anum no."
7,You people are doomed! You twist the truth and trample on justice.,Mo a moma atemmu yɛ nwen na mototo trenee ase.
8,But the Lord created the stars and put them in place. He turns darkness to dawn and daylight to darkness; he scoops up the ocean and empties it on the earth.,"Nea ɔbɔɔ nsoromma, Akokɔbeatan ne ne mma, nea ɔdan sum yɛ no adekyee na ɔma awia dan adesae. Nea ɔboaboa po mu nsu ano na ohwie gu asase so, ne din ne Awurade."
9,God destroys mighty soldiers and strong fortresses. Choose Good Instead of Evil! The Lord said:,"Ɔsɛe abandennen ntɛm so na obubu kuropɔn a wɔabɔ ho ban nso,"
10,You people hate judges and honest witnesses;,motan nea ɔteɛteɛ wɔ asennii na mubu nea ɔka nokware animtiaa.
11,"you abuse the poor and demand heavy taxes from them. You have built expensive homes, but you won't enjoy them; you have planted vineyards, but you will get no wine.","Mutiatia ohiani so na mohyɛ no gye aduan fi ne nkyɛn. Enti ɛwɔ mu sɛ mode abo a wɔatwa asisi afi akɛse de, nanso morentena mu; ɛwɔ mu sɛ moayɛ bobe nturo a ɛyɛ fɛ de nanso morennom mu nsa."
12,"I am the Lord, and I know your terrible sins. You cheat honest people and take bribes; you rob the poor of justice.",Na minim mo mmarato dodow ne mo bɔne akɛse no. Mohyɛ atreneefo so na mugye adanmude mubu ahiafo ntɛnkyew wɔ asennii.
13,Times are so evil that anyone with good sense will keep quiet.,"Ɛno nti, onyansafo yɛ komm saa mmere yi mu, efisɛ ɛyɛ mmere bɔne."
14,"If you really want to live, you must stop doing wrong and start doing right. I, the Lord God All-Powerful, will then be on your side, just as you claim I am.","Monhwehwɛ papa, na moanya nkwa na ɛnyɛ bɔne. Na Asafo Awurade Nyankopɔn bɛka wo ho, sɛnea moka sɛ ɔyɛ no."
15,"Choose good instead of evil! See that justice is done. Maybe I, the Lord All-Powerful, will be kind to what's left of your people. Judgment Is Coming","Munkyi bɔne, na monnɔ papa; Mummu atɛntrenee wɔ asennii. Ebia, Asafo Awurade Nyankopɔn benya ahummɔbɔ ama Yosef nkae no."
16,"This is what the Lord has sworn: Noisy crying will be heard in every town and street. Even farmers will be told to mourn for the dead, together with those who are paid to mourn.","Enti nea Awurade, Asafo Awurade Nyankopɔn se ni: “Adwotwa bɛba mmorɔn nyinaa so na ɔyaw ne apinisi bɛba mmɔnten so. Wɔbɛfrɛ akuafo ama wɔabesu na agyamfo abetwa adwo."
17,"Your vineyards will be filled with crying and weeping, because I will punish you. I, the Lord, have spoken! When the Lord Judges","Wobetwa adwo wɔ bobeturo nyinaa mu, efisɛ mɛnantew mo mu,” sɛnea Awurade se ni. Awurade Da No"
18,You look forward to the day when the Lord comes to judge. But you are in for trouble! It won't be a time of sunshine; all will be darkness.,"Nnome nka wɔn a wɔpɛ sɛ Awurade da no ba! Dɛn nti na mopɛ sɛ Awurade da no ba? Saa da no bɛyɛ sum, na ɛnyɛ hann."
19,"You will run from a lion, only to meet a bear. You will escape to your house, rest your hand on the wall, and be bitten by a snake.","Ɛbɛyɛ te sɛ onipa a oguan fi gyata anim na okohyia sisi, sɛnea owura ne fi de ne nsa to ɔfasu so, na ɔwɔ ka no."
20,"The day when the Lord judges will be dark, very dark, without a ray of light. What the Lord Demands","Na Awurade da no bɛyɛ sum; ɛrenyɛ hann, ɛbɛyɛ sum kabii a hann nsinsan biara nni mu."
21,"I, the Lord, hate and despise your religious celebrations and your times of worship.",“Mikyi na mepo mo nyamesom mu aponto; mʼani nnye mo afahyɛ nhyiamu ho.
22,I won't accept your offerings or animal sacrifices— not even your very best.,"Ɛwɔ mu sɛ mode ɔhyew afɔre ne aduan afɔre brɛ me de, nanso merennye. Mode asomdwoe afɔre brɛ me nanso mʼani rensɔ."
23,No more of your noisy songs! I won't listen when you play your harps.,Momfa mo nnwonto gyegyeegye no mfi me so! Merentie mo asankuten so nnwom.
24,But let justice and fairness flow like a river that never runs dry.,"Mmom, momma atɛntrenee nteɛ sɛ asubɔnten, na trenee nyɛ sɛ asuten a ɛrenyow da!"
25,"Israel, for forty years you wandered in the desert, without bringing offerings or sacrifices to me.","“Israelfo, ɛnyɛ me na mode afɔrebɔde ne ayɛyɛde brɛɛ me mfe aduanan wɔ sare so ana?"
26,"Now you will have to carry the two idols you made— Sakkuth, the one you call king, and Kaiwan, the one you built in the shape of a star.","Mode mo ho nyinaa ato Molok nyame, ne mo honi Rɛfan so; wɔyɛ ahoni a moayɛ sɛ mobɛsom wɔn."
27,"I will force you to march as captives beyond Damascus. I, the Lord God All-Powerful, have spoken!","Ɛno nti, metwa mo asu akɔ Damasko nohɔ,” sɛnea Awurade a ne din ne Asafo Onyankopɔn se ni."
1,"Do you rulers in Jerusalem and in the city of Samaria feel safe and at ease? Everyone bows down to you, and you think you are better than any other nation. But you are in for trouble!","Nnome nka mo a mugye mo ho di wɔ Sion, ne mo a mo asom adwo mo wɔ Samaria bepɔw so, mo atitiriw a mowɔ ɔman a edi kan mu, a Israelfo ba mo nkyɛn!"
2,"Look what happened to the cities of Calneh, powerful Hamath, and Gath in Philistia. Are you greater than any of those kingdoms?","Monkɔ Kalne nkɔhwɛ hɔ. Na mumfi hɔ nkɔ Hamat kɛse mu, munsian nkɔ Gat a ɛwɔ Filistia. Woye sen mo ahemman abien no? Wɔn asase no so sen mo de no ana?"
3,"You are cruel, and you forget the coming day of judgment.",Mutu da bɔne hyɛ da na motwe atemmuda bɛn.
4,"You rich people lounge around on beds with ivory posts, while dining on the meat of your lambs and calves.","Modeda asonse mpa so mugye mo ahome wɔ mo nnae mu, na mowe nguantenmma ne nantwimma a wɔadodɔ srade nam."
5,"You sing foolish songs to the music of harps, and you make up new tunes, just as David used to do.","Mode mo sankuten to ahuhunnwom, na mobɔ mo tirim yɛ nnwom wɔ mo nnwontode so te sɛ Dawid."
6,"You drink all the wine you want and wear expensive perfume, but you don't care about the ruin of your nation.","Monom nsa wɔ nkora mu na mode sradehuam papa yɛ mo ho, na munni awerɛhow wɔ Yosef sɛe ho."
7,So you will be the first to be dragged off as captives; your good times will end.,"Ɛno nti, mobɛka wɔn a wodi kan twa wɔn asu no ho; na mo aponto ne mo ahomegye to betwa. Awurade Kyi Israel Ahomaso"
8,"The Lord God All-Powerful has sworn by his own name: “You descendants of Jacob make me angry by your pride, and I hate your fortresses. And so I will surrender your city and possessions to your enemies.”",Otumfo Awurade aka ne ho ntam na nea Asafo Awurade Nyankopɔn se ni: “Mikyi Yakob ahomaso na mempɛ nʼaban; mede kuropɔn no bɛma ne nea ɛwɔ mu nyinaa.”
9,If only ten of you survive by hiding in a house you will still die.,"Sɛ wogyaw nnipa du wɔ ofi baako mu a, wɔn nso bewuwu."
10,"As you carry out a corpse to prepare it for burial, your relative in the house will ask, “Are there others?” You will answer, “No!” Then your relative will reply, “Be quiet! Don't dare mention the name of the Lord.”","Na sɛ obusuani a ɔrebɛhyew awufo no ba sɛ ɔrebɛfa wɔn afi fie hɔ na obisa obi a wakɔtɛw se, “Obi ka wo ho ana?” Na obua se, “Dabi” a, afei ɔbɛka se, “Mua wʼano!” Ɛnsɛ sɛ wɔbɔ Awurade din."
11,"At the Lord's command, houses great and small will be smashed to pieces.",Na Awurade ahyɛ mmara na obebubu afi akɛse no mu asinasin ne afi nketewa no nso mu nketenkete.
12,Horses can't gallop on rocks; oceans can't be plowed. But you have turned justice and fairness into bitter poison.,Apɔnkɔ tu mmirika wɔ abotan a apaapae so ana? Na obi de nantwi funtum hɔ ana? Nanso moadan atɛntrenee ayɛ no awuduru. Na trenee nso ayɛ nwenweenwen.
13,"You celebrate the defeat of Lo-Debar and Karnaim, and you boast by saying, “We did it on our own.”","Mo a mo ani gye Lo-debar nkogu ho, na mubisa se, “Ɛnyɛ yɛn ahoɔden na yɛde dii Karnaim so ana?”"
14,"But the Lord God All-Powerful will send a nation to attack you people of Israel. They will capture Lebo-Hamath in the north, Arabah Creek in the south, and everything in between.","Nea Asafo Awurade Nyankopɔn se ni: “Mɛhwanyan ɔman bi abetia mo, Israelfo, nea ɔbɛhyɛ mo so afi Lebo Hamat akosi Araba bon mu.”"
1,The Lord God showed me that he is going to send locusts to attack your crops. It will happen after the king has already been given his share of the grain and before the rest of the grain has been harvested.,Nea Otumfo Awurade yi kyerɛɛ me ni: na ɔreboaboa mmoadabi bebree ano. Eyi yɛ bere a wɔatwa ɔhene kyɛfa afi mfuw no so na akyiri nnɔbae no renyin no.
2,"In my vision the locusts ate every crop in the land, and I said to the Lord, “Please forgive your nation. It's so weak. How can it survive?”","Bere a mmoadabi no awe asase no so nnɔbae nyinaa no, meteɛɛ mu se “Otumfo Awurade, mesrɛ wo, fa wo nkurɔfo bɔne kyɛ wɔn! Yakob bɛyɛ dɛn agyina? Ɔyɛ ɔman ketewa bi.”"
3,"Then the Lord felt sorry and answered, “I won't let it be destroyed.” A Vision of Fire","Ɛno nti, Awurade bo dwoe. Na ogyaee nʼatirimpɔw no. Ɔkae se, “Merenyɛ.”"
4,"The Lord showed me that he is going to send a ball of fire to burn up everything on earth, including the ocean.","Nea Otumfo Awurade yi kyerɛɛ me ni: Otumfo Awurade de ogya rebebu atɛn; ɛyow bun kɛse no, na ɛsɛee asase no."
5,"Then I said, “Won't you please stop? How can our weak nation survive?”","Na meteɛɛ mu se, “Otumfo Awurade, mesrɛ wo, gyae! Yakob rentumi nnyina! Ɔyɛ ɔman ketewa bi.”"
6,"Again the Lord felt sorry and answered, “I won't let it be destroyed.” A Vision of a Measuring Line","Ɛno nti, Awurade bo dwoe na ɔkae se, “Megyae mʼatirimpɔw yi nso.”"
7,The Lord showed me a vision of himself standing beside a wall and holding a string with a weight tied to the end of it. The string and weight had been used to measure the straightness of the wall.,"Eyi ne nea oyi kyerɛɛ me: Na Awurade gyina ɔfasu a wɔato no kirebenn no ho, a okita kirebennyɛ susudua no."
